Feature_A,Feature_B,Feature_C,Feature_D,Feature_E,Feature_F,Feature_G,Feature_H,Feature_I,Feature_J,Feature_K,Feature_L,Feature_M,Feature_N,Label
3.5,B_3,10170.9,D_2,0.9,F_1,G_8,H_4,I_3,J_1,0.0,0.0,6.0,N_1,Yes
4.6,B_3,17258.1,D_1,1.3,F_2,G_2,H_2,I_1,J_1,0.0,190.2,5.0,N_1,No
2.0,,11496.9,D_2,0.9,F_1,,H_4,I_1,J_1,0.0,0.0,4.0,N_1,Yes
2.0,B_3,13876.8,D_2,0.9,F_1,G_8,H_4,I_1,J_1,0.0,0.0,3.0,N_1,Yes
3.9,B_3,16889.4,D_1,1.3,F_3,G_1,H_5,I_1,J_2,0.0,0.0,2.0,N_1,Yes
5.2,B_6,17995.1,D_11,1.5,F_2,G_2,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
5.2,B_3,41605.9,D_1,1.3,F_2,G_4,H_2,I_2,J_1,0.0,0.0,4.0,N_1,No
4.9,B_2,5961.2,D_13,0.6,F_3,G_9,H_5,I_1,J_1,0.0,0.0,7.0,N_1,Yes
5.0,B_2,12479.3,D_2,0.9,F_2,G_7,H_2,I_1,J_1,0.0,0.0,3.0,N_1,Yes
2.1,B_3,20948.3,D_6,1.0,F_1,G_6,H_4,I_1,J_2,0.0,0.0,2.0,N_1,Yes
4.2,B_5,27152.1,D_6,1.0,F_2,G_12,H_2,I_5,J_1,0.0,0.0,4.0,N_1,No
2.4,B_3,24195.1,D_2,0.9,F_1,G_3,H_5,I_2,J_2,0.0,0.0,4.0,N_1,Yes
3.1,B_1,18890.0,D_7,1.2,F_1,G_1,H_1,I_1,J_2,332.5,0.0,3.5,N_1,Yes
4.9,B_5,26823.4,D_2,0.9,F_2,G_12,H_2,I_1,J_1,0.0,0.0,4.0,N_1,No
4.9,B_3,17087.1,D_4,1.4,F_2,G_2,H_2,I_1,J_1,0.0,0.0,4.5,N_1,No
4.1,B_3,5395.6,D_1,1.3,F_3,G_6,H_1,I_1,J_1,0.0,198.0,5.6,N_1,Yes
2.9,,18928.2,D_2,0.9,F_2,,H_1,I_1,J_2,0.0,0.0,2.7,N_1,Yes
4.4,B_6,31135.7,D_11,1.5,F_2,G_4,H_2,I_1,J_1,0.0,0.0,5.0,N_1,No
4.0,B_3,23463.3,D_6,1.0,F_1,G_7,H_1,I_1,J_1,0.0,0.0,4.0,N_1,Yes
7.5,,26054.3,D_13,0.6,F_7,,H_6,I_3,J_2,0.0,0.0,0.1,N_28,Yes
2.8,,5595.0,D_1,1.3,F_1,,H_4,I_2,J_2,0.0,0.0,4.0,N_11,Yes
1.7,B_3,4649.6,D_3,0.7,F_1,G_5,H_4,I_1,J_1,0.0,0.0,0.5,N_1,Yes
3.1,B_3,11894.1,D_6,1.0,F_3,G_5,H_4,I_1,J_2,0.0,0.0,2.0,N_1,Yes
3.2,B_2,3341.7,D_6,1.0,F_2,G_7,H_2,I_1,J_1,0.0,0.0,5.0,N_1,Yes
4.7,B_2,17453.3,D_6,1.0,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.3,B_3,14922.0,D_8,1.1,F_1,G_5,H_5,I_2,J_2,0.0,0.0,4.0,N_1,Yes
2.8,B_3,16906.9,D_2,0.9,F_1,G_7,H_4,I_1,J_1,0.0,0.0,4.0,N_1,Yes
2.5,B_3,10688.9,D_2,0.9,F_2,G_1,H_3,I_1,J_2,0.0,0.0,3.0,N_1,Yes
4.1,B_3,22479.9,D_6,1.0,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.6,B_3,52696.8,D_13,0.6,F_3,G_2,H_5,I_1,J_2,0.0,0.0,4.0,N_1,Yes
5.4,,15687.7,D_2,0.9,F_3,,H_1,I_1,J_1,0.0,0.0,2.0,N_1,Yes
2.3,B_3,22824.3,D_6,1.0,F_1,G_7,H_1,I_1,J_1,0.0,0.0,4.4,N_1,Yes
2.9,B_3,25695.6,D_8,1.1,F_1,G_10,H_1,I_1,J_1,0.0,0.0,4.0,N_1,Yes
2.6,B_3,7699.6,D_6,1.0,F_1,G_10,H_1,I_2,J_2,0.0,0.0,3.8,N_1,Yes
4.2,B_3,27419.8,D_12,0.3,F_2,G_10,H_3,I_1,J_2,0.0,0.0,3.8,N_5,Yes
4.0,B_3,11148.3,D_1,1.3,F_2,G_2,H_2,I_1,J_1,729.8,0.0,4.0,N_1,No
4.4,B_3,8941.3,D_8,1.1,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
5.5,B_3,20831.1,D_4,1.4,F_2,G_11,H_2,I_1,J_1,0.0,197.7,2.0,N_1,No
4.9,B_3,12249.3,D_2,0.9,F_7,G_11,H_5,I_1,J_1,0.0,0.0,4.0,N_1,Yes
2.2,,29154.7,D_12,0.3,F_2,,H_3,I_5,J_2,0.0,0.0,4.0,N_5,Yes
2.8,B_3,44430.4,D_1,1.3,F_2,G_11,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
4.2,B_2,20152.2,D_1,1.3,F_2,G_6,H_2,I_1,J_1,0.0,0.0,6.0,N_1,Yes
4.0,B_2,9522.6,D_1,1.3,F_1,G_2,H_1,I_1,J_1,0.0,0.0,5.0,N_1,Yes
3.5,B_3,19736.5,D_2,0.9,F_2,G_9,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
4.0,B_3,12027.7,D_2,0.9,F_1,G_3,H_4,I_1,J_1,0.0,0.0,4.0,N_39,Yes
3.8,B_3,11139.8,D_1,1.3,F_2,G_4,H_3,I_1,J_2,768.8,0.0,4.0,N_1,No
3.0,B_2,10674.2,D_16,0.8,F_2,G_8,H_2,I_1,J_1,0.0,0.0,7.5,N_1,Yes
3.0,B_3,20327.7,D_2,0.9,F_2,G_12,H_2,I_1,J_1,0.0,0.0,6.0,N_1,No
2.4,B_3,34129.4,D_2,0.9,F_2,G_10,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.1,B_3,17554.8,D_2,0.9,F_1,G_5,H_1,I_5,J_2,0.0,0.0,3.5,N_1,Yes
2.9,B_2,16460.7,D_2,0.9,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
4.4,B_3,17388.8,D_9,0.4,F_2,G_8,H_2,I_1,J_1,0.0,0.0,8.0,N_1,No
2.3,B_3,12549.1,D_6,1.0,F_1,G_5,H_1,I_3,J_2,0.0,0.0,3.5,N_37,Yes
4.0,B_5,19623.4,D_2,0.9,F_3,G_7,H_4,I_1,J_2,0.0,0.0,4.0,N_7,Yes
3.8,B_3,22918.0,D_1,1.3,F_1,G_2,H_5,I_1,J_2,0.0,0.0,4.0,N_2,Yes
4.6,B_3,32821.6,D_1,1.3,F_2,G_2,H_2,I_1,J_1,1502.4,0.0,4.0,N_1,No
6.2,B_4,20943.3,D_2,0.9,F_2,G_1,H_2,I_2,J_1,0.0,0.0,4.0,N_1,Yes
4.9,B_3,4000.0,D_1,1.3,F_2,G_6,H_2,I_1,J_1,406.4,0.0,4.4,N_1,Yes
6.5,B_3,18317.0,D_2,0.9,F_3,G_5,H_1,I_1,J_1,0.0,0.0,2.5,N_1,Yes
4.3,B_3,17021.4,D_6,1.0,F_2,G_2,H_2,I_1,J_1,0.0,0.0,5.0,N_1,No
3.7,B_3,18854.0,D_2,0.9,F_2,G_2,H_2,I_1,J_1,0.0,190.2,4.5,N_1,No
3.9,B_5,25699.7,D_1,1.3,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.8,B_3,10119.2,D_6,1.0,F_1,G_5,H_1,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.7,B_6,29151.8,D_1,1.3,F_2,G_7,H_2,I_1,J_1,1502.4,0.0,5.5,N_1,No
6.3,B_2,11768.1,D_8,1.1,F_2,G_9,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
5.6,B_3,13202.6,D_1,1.3,F_2,G_6,H_2,I_2,J_1,768.8,0.0,4.5,N_1,No
2.7,B_3,16417.0,D_1,1.3,F_1,G_11,H_5,I_3,J_2,0.0,0.0,2.0,N_13,Yes
2.0,B_3,11487.4,D_6,1.0,F_1,G_1,H_4,I_1,J_1,0.0,0.0,3.0,N_1,Yes
3.2,B_3,15332.6,D_1,1.3,F_2,G_4,H_6,I_1,J_1,0.0,0.0,4.0,N_1,Yes
2.0,B_3,3431.0,D_6,1.0,F_1,G_6,H_4,I_1,J_1,0.0,0.0,2.0,N_1,Yes
2.6,B_3,28859.2,D_2,0.9,F_1,G_1,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
5.0,B_1,10306.3,D_1,1.3,F_2,G_2,H_2,I_1,J_1,0.0,0.0,4.0,N_1,No
2.8,,15781.3,D_3,0.7,F_3,,H_5,I_1,J_2,0.0,0.0,5.8,N_10,Yes
5.5,B_3,35492.3,D_7,1.2,F_3,G_1,H_5,I_1,J_2,0.0,0.0,4.0,N_1,Yes
3.8,B_3,18030.3,D_1,1.3,F_2,G_2,H_2,I_3,J_1,0.0,0.0,5.0,N_29,No
4.3,B_5,11860.0,D_1,1.3,F_3,G_4,H_5,I_1,J_2,0.0,62.5,4.0,N_1,Yes
2.2,B_3,2400.8,D_2,0.9,F_1,G_1,H_1,I_1,J_1,0.0,0.0,4.0,N_1,Yes
6.5,B_2,22358.0,D_6,1.0,F_2,G_10,H_2,I_1,J_1,651.4,0.0,4.0,N_1,No
2.3,B_3,19738.7,D_12,0.3,F_2,G_8,H_6,I_1,J_1,0.0,0.0,4.0,N_5,Yes
2.4,B_3,12656.8,D_1,1.3,F_2,G_5,H_2,I_1,J_1,0.0,0.0,3.3,N_1,Yes
3.5,B_3,29022.6,D_2,0.9,F_1,G_2,H_1,I_1,J_1,0.0,0.0,4.5,N_1,Yes
1.8,B_3,2864.8,D_3,0.7,F_1,G_5,H_6,I_1,J_2,0.0,0.0,4.0,N_1,Yes
3.8,B_4,20585.2,D_2,0.9,F_1,G_1,H_1,I_1,J_1,0.0,0.0,4.5,N_1,No
1.8,,19111.7,D_3,0.7,F_1,,H_4,I_1,J_1,0.0,0.0,2.5,N_1,Yes
2.3,B_3,22301.9,D_2,0.9,F_1,G_1,H_4,I_1,J_2,0.0,0.0,4.0,N_1,Yes
4.3,B_3,34120.4,D_6,1.0,F_3,G_1,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
2.4,B_3,11795.9,D_2,0.9,F_2,G_3,H_2,I_1,J_1,438.6,0.0,4.0,N_1,No
5.1,B_6,18019.5,D_2,0.9,F_2,G_6,H_2,I_1,J_1,0.0,0.0,5.0,N_1,Yes
2.6,B_3,10941.9,D_8,1.1,F_1,G_1,H_1,I_1,J_2,0.0,0.0,4.5,N_1,Yes
2.4,B_3,2343.8,D_8,1.1,F_1,G_1,H_1,I_1,J_1,0.0,0.0,3.0,N_1,No
4.7,B_5,18600.9,D_6,1.0,F_3,G_1,H_5,I_1,J_2,0.0,0.0,3.8,N_5,Yes
1.9,B_3,4616.2,D_2,0.9,F_1,G_9,H_4,I_1,J_1,0.0,0.0,2.5,N_1,Yes
5.0,B_6,12731.5,D_1,1.3,F_2,G_2,H_2,I_1,J_1,1502.4,0.0,6.0,N_1,No
2.6,B_3,17111.4,D_6,1.0,F_1,G_9,H_1,I_1,J_2,0.0,0.0,3.8,N_1,Yes
5.7,B_2,35380.8,D_6,1.0,F_2,G_6,H_2,I_1,J_1,0.0,0.0,6.0,N_1,No
3.3,B_3,5478.2,D_1,1.3,F_2,G_1,H_2,I_1,J_1,0.0,157.9,4.2,N_1,Yes
2.2,B_3,18753.8,D_13,0.6,F_5,G_5,H_5,I_1,J_2,0.0,0.0,4.0,N_1,Yes
4.5,B_3,32788.6,D_11,1.5,F_1,G_4,H_1,I_1,J_1,0.0,0.0,4.0,N_1,No
7.4,,20484.0,D_12,0.3,F_2,,H_2,I_1,J_1,0.0,0.0,5.6,N_5,Yes
4.7,B_1,18838.6,D_4,1.4,F_5,G_4,H_1,I_1,J_1,0.0,0.0,3.8,N_1,Yes
4.8,B_6,20047.1,D_1,1.3,F_2,G_2,H_2,I_1,J_1,0.0,0.0,4.0,N_1,No
1.9,B_3,21895.6,D_2,0.9,F_1,G_4,H_4,I_1,J_1,0.0,0.0,4.0,N_1,Yes
2.1,B_3,18751.3,D_8,1.1,F_1,G_7,H_5,I_1,J_1,0.0,0.0,4.0,N_1,Yes
5.3,B_2,11879.3,D_13,0.6,F_2,G_7,H_2,I_1,J_1,0.0,0.0,5.0,N_1,No
2.3,B_3,22791.5,D_2,0.9,F_1,G_7,H_5,I_1,J_2,0.0,0.0,3.3,N_1,Yes
6.2,B_2,13476.8,D_16,0.8,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1,No
3.1,B_3,11752.6,D_6,1.0,F_1,G_9,H_1,I_1,J_2,0.0,0.0,4.5,N_1,Yes
2.6,B_3,16287.2,D_7,1.2,F_1,G_4,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
3.6,B_2,24509.0,D_1,1.3,F_1,G_9,H_1,I_1,J_1,0.0,0.0,5.0,N_5,Yes
4.6,B_3,5976.7,D_6,1.0,F_3,G_6,H_1,I_1,J_1,0.0,0.0,5.0,N_1,Yes
3.4,B_3,46710.8,D_6,1.0,F_1,G_4,H_1,I_1,J_1,0.0,0.0,5.0,N_1,No
2.8,B_3,33436.8,D_6,1.0,F_5,G_1,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
5.3,B_5,20444.7,D_4,1.4,F_2,G_2,H_2,I_1,J_1,0.0,0.0,4.3,N_1,No
3.5,B_3,41003.4,D_6,1.0,F_3,G_6,H_1,I_1,J_1,0.0,0.0,5.0,N_1,Yes
5.1,B_4,10625.7,D_7,1.2,F_2,G_11,H_2,I_2,J_1,0.0,0.0,4.0,N_1,Yes
3.5,B_3,5635.2,D_8,1.1,F_2,G_5,H_2,I_1,J_1,0.0,0.0,4.0,N_7,Yes
2.8,B_3,26301.5,D_13,0.6,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
2.3,B_3,20097.3,D_2,0.9,F_1,G_1,H_4,I_1,J_2,0.0,0.0,4.0,N_1,Yes
4.5,B_3,18627.2,D_5,0.5,F_2,G_1,H_2,I_2,J_1,517.8,0.0,4.0,N_1,No
3.7,B_3,18857.6,D_10,1.6,F_2,G_4,H_2,I_3,J_1,0.0,0.0,4.0,,Yes
5.1,B_1,15559.4,D_6,1.0,F_2,G_6,H_2,I_1,J_1,0.0,188.7,4.0,N_1,No
4.1,B_5,23595.1,D_11,1.5,F_2,G_4,H_2,I_1,J_1,0.0,0.0,5.0,N_1,No
2.5,B_3,12411.1,D_2,0.9,F_1,G_5,H_1,I_1,J_2,0.0,0.0,3.8,N_1,Yes
4.8,B_3,18286.2,D_6,1.0,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1,No
4.1,B_3,8461.0,D_1,1.3,F_2,G_2,H_2,I_1,J_1,0.0,190.2,6.0,N_1,No
5.3,B_3,3436.8,D_6,1.0,F_2,G_2,H_2,I_1,J_1,0.0,0.0,4.5,N_1,No
6.8,B_3,33916.8,D_1,1.3,F_2,G_8,H_2,I_1,J_1,0.0,0.0,3.0,N_1,Yes
5.2,B_3,15874.6,D_2,0.9,F_1,G_5,H_5,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.1,B_3,34849.1,D_1,1.3,F_1,G_2,H_1,I_2,J_2,0.0,0.0,4.0,N_1,Yes
1.8,,27474.6,D_2,0.9,F_1,,H_5,I_1,J_2,0.0,0.0,2.0,N_1,Yes
6.2,B_3,21046.4,D_2,0.9,F_1,G_5,H_6,I_2,J_2,0.0,0.0,3.8,N_1,Yes
2.0,,23095.5,D_16,0.8,F_1,,H_1,I_2,J_2,0.0,0.0,3.5,N_1,Yes
2.5,B_3,23377.7,D_2,0.9,F_1,G_8,H_6,I_1,J_1,0.0,0.0,4.0,,Yes
3.3,B_3,13283.2,D_2,0.9,F_1,G_1,H_1,I_1,J_2,0.0,0.0,5.0,N_1,Yes
2.3,B_3,20067.7,D_13,0.6,F_1,G_10,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
4.9,B_3,15158.4,D_6,1.0,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1,No
5.1,B_3,14676.7,D_8,1.1,F_2,G_4,H_2,I_1,J_1,0.0,0.0,4.0,N_1,No
3.1,B_3,4371.6,D_8,1.1,F_3,G_10,H_5,I_1,J_1,0.0,0.0,4.3,N_1,Yes
2.6,B_5,28723.3,D_1,1.3,F_2,G_4,H_3,I_2,J_2,0.0,0.0,4.0,N_1,No
3.5,B_3,24644.9,D_2,0.9,F_1,G_5,H_1,I_1,J_1,332.5,0.0,5.0,N_1,Yes
6.1,B_3,5600.9,D_6,1.0,F_2,G_6,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.0,B_2,4579.6,D_6,1.0,F_2,G_10,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
2.1,B_3,33461.8,D_6,1.0,F_1,G_12,H_1,I_2,J_2,9999.9,0.0,4.0,N_1,No
2.5,B_3,17459.2,D_2,0.9,F_1,G_5,H_4,I_1,J_2,0.0,0.0,2.5,N_1,Yes
5.3,,2923.1,D_9,0.4,F_2,,H_2,I_1,J_1,0.0,0.0,3.5,N_1,Yes
5.2,B_5,13775.3,D_2,0.9,F_2,G_5,H_3,I_2,J_2,0.0,0.0,2.0,N_1,Yes
4.7,B_3,21699.9,D_2,0.9,F_2,G_6,H_2,I_1,J_1,0.0,0.0,4.5,N_1,Yes
2.5,B_3,26704.4,D_6,1.0,F_1,G_1,H_1,I_4,J_2,0.0,0.0,2.0,N_1,Yes
2.8,B_1,13062.0,D_3,0.7,F_5,G_1,H_5,I_3,J_2,0.0,0.0,4.0,N_4,Yes
4.0,B_3,34793.4,D_2,0.9,F_1,G_5,H_1,I_1,J_2,0.0,0.0,3.5,N_1,Yes
2.4,B_3,21544.3,D_2,0.9,F_5,G_5,H_1,I_1,J_1,0.0,0.0,4.0,N_1,Yes
5.2,B_3,11911.1,D_2,0.9,F_2,G_10,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.3,B_3,17076.9,D_10,1.6,F_3,G_6,H_1,I_1,J_1,9999.9,0.0,6.0,N_1,No
4.2,B_3,11002.8,D_2,0.9,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
4.9,B_3,17668.4,D_8,1.1,F_1,G_2,H_5,I_1,J_2,0.0,0.0,4.0,N_1,Yes
2.2,,21923.3,D_2,0.9,F_1,,H_4,I_2,J_1,0.0,160.2,3.0,N_1,Yes
8.0,,2902.0,D_11,1.5,F_2,,H_2,I_1,J_1,1060.5,0.0,1.0,N_1,No
1.9,,36967.8,D_2,0.9,F_1,,H_1,I_5,J_1,0.0,0.0,3.0,N_1,Yes
2.2,B_1,11983.8,D_6,1.0,F_1,G_5,H_4,I_1,J_1,0.0,0.0,1.0,N_1,Yes
4.6,B_5,21621.4,D_1,1.3,F_2,G_4,H_2,I_1,J_1,0.0,0.0,3.5,N_1,No
4.5,B_4,35209.4,D_6,1.0,F_2,G_11,H_2,I_1,J_1,768.8,0.0,4.0,N_27,No
2.8,B_3,29137.4,D_2,0.9,F_1,G_1,H_5,I_2,J_2,0.0,0.0,4.0,N_1,Yes
2.6,B_3,11284.7,D_8,1.1,F_1,G_11,H_4,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.0,B_3,10364.9,D_1,1.3,F_2,G_1,H_3,I_2,J_2,0.0,0.0,4.0,N_1,No
3.7,B_3,10050.8,D_2,0.9,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1,No
2.7,B_3,29247.2,D_6,1.0,F_2,G_4,H_2,I_3,J_1,0.0,0.0,4.0,N_17,No
3.1,B_3,32686.2,D_6,1.0,F_3,G_7,H_4,I_2,J_1,0.0,0.0,4.0,N_1,Yes
4.2,B_1,10234.3,D_11,1.5,F_2,G_4,H_2,I_3,J_1,0.0,0.0,7.2,N_4,No
5.5,B_5,8456.4,D_11,1.5,F_3,G_4,H_1,I_1,J_2,0.0,0.0,3.9,N_1,Yes
4.5,B_1,32081.8,D_6,1.0,F_4,G_5,H_6,I_2,J_1,0.0,0.0,4.0,N_22,Yes
2.0,B_3,19674.5,D_6,1.0,F_1,G_5,H_4,I_1,J_2,59.4,0.0,1.6,N_1,Yes
4.8,B_3,24768.5,D_6,1.0,F_3,G_7,H_1,I_1,J_1,332.5,0.0,4.0,N_1,Yes
4.0,B_2,23857.4,D_11,1.5,F_2,G_4,H_2,I_1,J_1,0.0,0.0,5.5,N_1,No
1.9,B_3,57185.3,D_2,0.9,F_1,G_5,H_4,I_1,J_1,0.0,0.0,3.0,N_1,Yes
4.8,B_3,15892.4,D_2,0.9,F_2,G_1,H_3,I_1,J_2,0.0,0.0,4.0,N_1,No
3.4,B_3,8262.3,D_2,0.9,F_2,G_5,H_2,I_1,J_1,0.0,0.0,2.0,N_1,Yes
3.1,B_3,11750.7,D_2,0.9,F_1,G_7,H_1,I_1,J_1,0.0,0.0,4.5,N_1,Yes
3.3,B_6,20660.9,D_2,0.9,F_2,G_2,H_2,I_1,J_1,0.0,0.0,5.0,N_1,Yes
4.1,B_3,19463.6,D_8,1.1,F_2,G_10,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
2.5,B_3,19010.7,D_1,1.3,F_1,G_7,H_4,I_1,J_1,0.0,0.0,4.0,N_1,Yes
7.1,B_2,14343.7,D_4,1.4,F_2,G_6,H_2,I_1,J_1,1060.5,0.0,4.0,N_1,No
6.1,,16062.5,D_1,1.3,F_2,,H_2,I_1,J_1,438.6,0.0,1.5,N_1,No
6.4,B_3,10247.0,D_2,0.9,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
2.6,B_3,23904.3,D_3,0.7,F_1,G_5,H_1,I_1,J_1,0.0,0.0,4.0,N_1,Yes
5.4,B_3,11591.2,D_6,1.0,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.6,B_3,18308.1,D_6,1.0,F_1,G_2,H_1,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.8,B_2,26755.6,D_2,0.9,F_2,G_6,H_2,I_1,J_1,0.0,0.0,6.4,N_1,Yes
6.9,B_3,16501.7,D_2,0.9,F_7,G_10,H_5,I_1,J_1,253.8,0.0,4.0,N_1,Yes
2.8,B_3,15030.9,D_2,0.9,F_2,G_10,H_2,I_4,J_1,0.0,0.0,4.5,N_1,Yes
4.2,B_3,20057.4,D_6,1.0,F_2,G_6,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.9,B_2,23753.2,D_2,0.9,F_2,G_6,H_3,I_2,J_2,0.0,0.0,5.4,N_24,No
7.8,,3318.6,D_9,0.4,F_2,,H_2,I_1,J_1,0.0,0.0,6.0,N_1,Yes
5.9,B_3,6784.1,D_2,0.9,F_2,G_3,H_2,I_1,J_1,0.0,0.0,4.0,N_1,No
1.9,B_3,17565.2,D_3,0.7,F_1,G_5,H_6,I_1,J_2,0.0,0.0,1.5,N_1,Yes
5.1,B_3,14516.6,D_2,0.9,F_2,G_1,H_2,I_1,J_1,0.0,0.0,5.0,N_1,Yes
5.4,B_5,18688.4,D_6,1.0,F_2,G_8,H_2,I_2,J_1,0.0,0.0,3.0,N_1,Yes
5.7,B_5,21517.5,D_4,1.4,F_2,G_4,H_2,I_1,J_1,0.0,0.0,6.0,N_1,Yes
4.7,B_6,7962.7,D_11,1.5,F_3,G_4,H_1,I_1,J_1,2782.8,0.0,5.0,N_1,No
6.0,B_2,26111.9,D_2,0.9,F_3,G_7,H_5,I_1,J_2,0.0,0.0,4.0,N_1,Yes
3.8,B_3,7961.9,D_1,1.3,F_2,G_6,H_2,I_1,J_1,0.0,0.0,4.2,N_1,No
6.9,B_3,10819.6,D_13,0.6,F_1,G_7,H_6,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.9,B_5,22965.1,D_1,1.3,F_2,G_4,H_2,I_1,J_1,0.0,0.0,5.0,N_1,No
5.7,B_6,10394.8,D_1,1.3,F_3,G_4,H_1,I_1,J_1,0.0,0.0,8.0,N_1,Yes
3.5,B_3,3397.5,D_4,1.4,F_1,G_4,H_1,I_1,J_1,0.0,0.0,4.5,N_1,No
2.4,B_3,27947.2,D_6,1.0,F_2,G_10,H_3,I_1,J_2,729.8,0.0,4.8,N_1,No
6.7,B_6,16837.0,D_6,1.0,F_2,G_6,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
4.4,B_1,11148.3,D_4,1.4,F_2,G_4,H_2,I_1,J_1,0.0,0.0,4.0,N_1,No
4.6,B_3,9075.8,D_4,1.4,F_1,G_11,H_1,I_1,J_1,0.0,0.0,3.5,N_1,No
3.3,B_3,23891.2,D_10,1.6,F_2,G_4,H_2,I_1,J_1,0.0,0.0,6.0,N_1,No
2.8,B_3,40767.2,D_6,1.0,F_3,G_7,H_5,I_1,J_2,0.0,0.0,4.0,N_1,Yes
4.1,B_5,19352.4,D_7,1.2,F_2,G_11,H_2,I_1,J_1,0.0,0.0,4.0,N_1,No
4.5,B_3,27343.5,D_2,0.9,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
2.0,,21002.9,D_6,1.0,F_1,,H_4,I_1,J_2,0.0,0.0,4.0,N_1,Yes
5.9,B_3,15993.7,D_2,0.9,F_2,G_6,H_2,I_1,J_1,0.0,0.0,4.8,N_1,Yes
2.4,B_3,11346.6,D_1,1.3,F_1,G_1,H_4,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.8,B_3,11974.1,D_4,1.4,F_2,G_7,H_2,I_2,J_1,0.0,0.0,4.0,N_1,No
6.2,B_3,11869.6,D_2,0.9,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.9,B_3,16674.4,D_2,0.9,F_1,G_5,H_4,I_1,J_2,0.0,0.0,3.8,N_1,Yes
1.8,B_3,24331.3,D_2,0.9,F_1,G_6,H_4,I_1,J_2,0.0,0.0,4.0,N_1,Yes
5.7,B_3,10963.8,D_6,1.0,F_2,G_2,H_2,I_1,J_1,0.0,167.2,4.5,N_1,Yes
4.6,B_3,16006.1,D_6,1.0,F_2,G_10,H_2,I_2,J_1,0.0,0.0,4.0,N_1,Yes
4.5,B_6,27190.1,D_2,0.9,F_2,G_6,H_2,I_1,J_1,0.0,0.0,3.2,N_1,No
4.4,B_2,20269.2,D_4,1.4,F_2,G_4,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
5.1,B_2,31156.9,D_2,0.9,F_3,G_6,H_1,I_1,J_1,0.0,0.0,4.0,N_1,Yes
6.0,,20448.6,D_1,1.3,F_2,,H_2,I_1,J_1,0.0,0.0,0.8,N_1,No
3.9,B_3,11149.9,D_1,1.3,F_1,G_2,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
5.3,B_6,25167.5,D_6,1.0,F_3,G_6,H_1,I_1,J_1,861.4,0.0,5.0,N_2,No
2.3,B_3,13127.5,D_2,0.9,F_1,G_7,H_4,I_4,J_1,0.0,0.0,4.0,N_1,Yes
2.7,B_3,19223.6,D_1,1.3,F_1,G_4,H_1,I_1,J_1,0.0,0.0,4.5,N_1,Yes
3.5,B_3,34869.0,D_1,1.3,F_2,G_8,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.4,B_3,50936.4,D_2,0.9,F_3,G_10,H_1,I_1,J_1,0.0,0.0,3.0,N_1,Yes
3.8,B_3,23490.1,D_4,1.4,F_2,G_2,H_2,I_1,J_1,0.0,197.7,6.0,N_1,No
